Title,ID,"Publication Type","Publication Type ID","This character","This character ID",Entity,"Entity ID",Technology,"Technology ID",Verb,"Verb ID"
"2.0 (Interactive hologram)",2367,"Narrative, Movie","20001, 2000130","Dr. Vaseegaran",2363,,,,,"Operating, Searching","2000688, 2000615"
"2.0 (Interactive hologram)",2367,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Holograms, Satellite images","200074, 20001339, 200078","Revealing, Locating, Operated","2000368, 2000343, 20001047"
"2.0 (Nila scans for electromagnetic radiation)",2366,"Narrative, Movie","20001, 2000130","Dr. Vaseegaran",2363,,,,,"Commanding, Activating, Searching","20001210, 20001278, 2000615"
"2.0 (Nila scans for electromagnetic radiation)",2366,"Narrative, Movie","20001, 2000130","Nila the robot",2364,,,,,"Activated, Commanded, Searching","20001606, 20001211, 2000615"
"2.0 (Nila scans for electromagnetic radiation)",2366,"Narrative, Movie","20001, 2000130",,,,,"AI (General Purpose Artificial Intelligence), Augmented reality, Non-Visible Spectrum","2000152, 200074, 2000207","Searching, Revealing, Scanning","2000615, 2000368, 2000377"
"Best friend (Arthur gets button cut out and stolen)",2361,"Narrative, Movie","20001, 2000130","Homeless man (Best friend)",2348,,,,,"Stealing, Removing, Attacking, Hurting","2000569, 2000585, 2000928, 20001165"
"Best friend (Arthur gets button cut out and stolen)",2361,"Narrative, Movie","20001, 2000130","Arthur (Best Friend)",2346,,,,,"Attacked, Hurt, Panicking, Disabled","2000802, 20001167, 2000577, 20001425"
"Best friend (Arthur gets button cut out and stolen)",2361,"Narrative, Movie","20001, 2000130",,,,,"Optical/ocular implant",2000127,"Removed, Stolen, Broken, Deactivated","20001658, 20001659, 20001460, 20001337"
"Best friend (Arthur buys new ""best friend"" eyedrops)",2360,"Narrative, Movie","20001, 2000130","Virtual friends (Best friend) , Camille (Best friend)","2349, 2347",,,,,"Reassuring, Appearing, Comforting","20001305, 20001072, 20001398"
"Best friend (Arthur buys new ""best friend"" eyedrops)",2360,"Narrative, Movie","20001, 2000130","Arthur (Best Friend)",2346,,,,,"Buying, Charging, Identified, Distressed, Comforted","2000837, 20001649, 2000500, 2000508, 20001468"
"Best friend (Arthur buys new ""best friend"" eyedrops)",2360,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Optical/ocular implant","200074, 2000127","Helping, Guiding, Fading, Breaking, Repaired","2000372, 2000442, 20001592, 2000555, 20001964"
"Logan (Gabriela records with her cellphone camera)",2358,"Narrative, Movie","20001, 2000130",Gabriela,2357,,,,,"Recording, Exposing, Narrating","2000403, 20001144, 20001021"
"Logan (Gabriela records with her cellphone camera)",2358,"Narrative, Movie","20001, 2000130",,,,,Cameraphone,2000154,"Recording, Capturing","2000403, 2000572"
"Thor: Ragnarok (Thor uses biometric scan on hand)",2355,"Narrative, Movie","20001, 2000130",Thor,2352,,,,,"Scanned, Identified, Accessing, Approved","2000658, 2000500, 20001003, 20001910"
"Thor: Ragnarok (Thor uses biometric scan on hand)",2355,"Narrative, Movie","20001, 2000130",,,,,Biometrics,20009,"Scanning, Identifying, Approving","2000377, 2000354, 20001054"
"Thor: Ragnarok (Grandmaster projects himself as large hologram)",2354,"Narrative, Movie","20001, 2000130",Grandmaster,2353,,,,,"Projected, Announcing, Intimidating","20001451, 20001911, 20001807"
"Thor: Ragnarok (Grandmaster projects himself as large hologram)",2354,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Projecting, Broadcasting","2000761, 2000902"
"Best Friend (Karaoke and broken eyedrops)",2350,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Fading, Showing, Entertaining, Breaking","20001592, 2000399, 2000472, 2000555"
"Best Friend (Karaoke and broken eyedrops)",2350,"Narrative, Movie","20001, 2000130","Arthur (Best Friend)",2346,,,,,"Performing, Breaking, Seeing, Experiencing","2000870, 2000555, 2000561, 20001102"
"Best Friend (Karaoke and broken eyedrops)",2350,"Narrative, Movie","20001, 2000130",,,,,"Image generation, Optical/ocular implant","200073, 2000127","Projecting, Helping, Entertaining, Breaking","2000761, 2000372, 2000472, 2000555"
"Best Friend (Karaoke and broken eyedrops)",2350,"Narrative, Movie","20001, 2000130","Virtual friends (Best friend) , Camille (Best friend)","2349, 2347",,,,,"Singing, Encouraging, Socialising, Dancing, Fading","2000946, 2000426, 20001645, 2000600, 20001592"
"The Avengers (Facial recognition database to find Loki)",2338,"Narrative, Movie","20001, 2000130","S.H.I.E.L.D. agents",2337,,,,,"Locating, Hunting","2000343, 2000712"
"The Avengers (Facial recognition database to find Loki)",2338,"Narrative, Movie","20001, 2000130",,,,,"Facial recognition, Machine learning","20007, 200012","Recognising, Identifying, Searching, Locating","2000378, 2000354, 2000615, 2000343"
"The Avengers (Facial recognition database to find Loki)",2338,"Narrative, Movie","20001, 2000130",Loki,2334,,,,,"Located, Recognised, Identified, Hunted","20001828, 20001618, 2000500, 2000416"
"The Avengers (Facial recognition database to find Loki)",2338,"Narrative, Movie","20001, 2000130",,,,,"Camera, Surveillance cameras","2000206, 200080","Streaming, Locating","2000565, 2000343"
"The Avengers (Tricking biometric scanner)",2336,"Narrative, Movie","20001, 2000130","Loki, Hawkeye","2334, 2335",,,,,"Tricking, Accessing, Impersonating","2000371, 20001003, 20001395"
"The Avengers (Tricking biometric scanner)",2336,"Narrative, Movie","20001, 2000130",,,,,Biometrics,20009,"Scanning, Identifying, Tricked","2000377, 2000354, 2000723"
"The Avengers (Iron Man's AR interface)",2333,"Narrative, Movie","20001, 2000130","Iron Man",1944,,,,,"Manipulating, Informed, Holding","2000486, 20001359, 20001681"
"The Avengers (Iron Man's AR interface)",2333,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Informing, Manipulated, Displaying","2000449, 20001407, 2000398"
"The Avengers (Scans fingerprint and retina for access)",2332,"Narrative, Movie","20001, 2000130","Agent Phil Coulson",2331,,,,,"Scanned, Identified, Accessing","2000658, 2000500, 20001003"
"The Avengers (Scans fingerprint and retina for access)",2332,"Narrative, Movie","20001, 2000130",,,,,Biometrics,20009,"Scanning, Identifying, Opening","2000377, 2000354, 20001571"
"Prometheus (Alien ship's holographic map)",2329,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Holograms","200074, 20001339","Displaying, Manipulated, Navigated","2000398, 20001407, 20001914"
"Prometheus (Alien ship's holographic map)",2329,"Narrative, Movie","20001, 2000130","David 8",2328,,,,,"Manipulating, Discovering, Navigating","2000486, 2000782, 20001042"
"Prometheus (Stream of space suit interfaces)",2326,"Narrative, Movie","20001, 2000130","Space station/ship crew members",2319,,,,,"Researching, Exploring, Communicating, Informed","20001113, 2000580, 2000514, 20001359"
"Prometheus (Stream of space suit interfaces)",2326,"Narrative, Movie","20001, 2000130",,,,,Camera,2000206,"Streaming, Recording","2000565, 2000403"
"Prometheus (Stream of space suit interfaces)",2326,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,Informing,2000449
"Prometheus (Peter Weyland hologram)",2325,"Narrative, Movie","20001, 2000130","Peter Weyland",2324,,,,,"Displayed, Recorded, Informing","2000888, 2000752, 2000449"
"Prometheus (Peter Weyland hologram)",2325,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Displaying, Informing, Relaying","2000398, 2000449, 20001455"
"Prometheus (Peter Weyland hologram)",2325,"Narrative, Movie","20001, 2000130","Space station/ship crew members",2319,,,,,"Informed, Watching","20001359, 2000350"
"Prometheus (Scan and remove alien inside body)",2323,"Narrative, Movie","20001, 2000130","Dr. Elizabeth Shaw",2318,,,,,"Panicking, Scanned, Extracting, Calibrating, Revealed","2000577, 2000658, 2000640, 20001393, 2000705"
"Prometheus (Scan and remove alien inside body)",2323,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Scanning, Revealing","2000377, 2000368"
"Ghost in the Shell (Controlling a robot through a hologram)",2322,"Narrative, Movie","20001, 2000130",Cutter,2313,,,,,"Controlling, Overlooking, Interacting","2000402, 2000750, 20001111"
"Ghost in the Shell (Controlling a robot through a hologram)",2322,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Visualising, Mapping, Displaying","20001273, 2000749, 2000398"
"Ghost in the Shell (Controlling a robot through a hologram)",2322,"Narrative, Movie","20001, 2000130",Major,2311,,,,,Targeted,20001204
"Ghost in the Shell (Controlling a robot through a hologram)",2322,"Narrative, Movie","20001, 2000130","Unnamed battlebot",3237,,,,,"Moving, Shooting","20001031, 2000800"
"Ghost in the Shell (Robot using object recognition)",2320,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Tracking, Displaying","2000498, 2000398"
"Ghost in the Shell (Robot using object recognition)",2320,"Narrative, Movie","20001, 2000130",Major,2311,,,,,"Targeted, Recognised","20001204, 20001618"
"Ghost in the Shell (Robot using object recognition)",2320,"Narrative, Movie","20001, 2000130","Unnamed battlebot",3237,,,,,"Recognising, Targeting, Shooting","2000378, 2000617, 2000800"
"Prometheus (Scanning an Engineer head)",2321,"Narrative, Movie","20001, 2000130","Space station/ship crew members, Dr. Elizabeth Shaw","2319, 2318",,,,,"Discovering, Researching, Scanning","2000782, 20001113, 2000377"
"Prometheus (Scanning an Engineer head)",2321,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Scanning, Revealing","2000377, 2000368"
"Ghost in the Shell (Ocular implant)",2317,"Narrative, Movie","20001, 2000130",Batou,2312,,,,,"Looking, Inspecting","2000435, 20001237"
"Ghost in the Shell (Ocular implant)",2317,"Narrative, Movie","20001, 2000130",,,,,"Optical/ocular implant",2000127,"Scanning, Revealing","2000377, 2000368"
"Prometheus (Engineers use holograms to show past events)",2316,"Narrative, Movie","20001, 2000130","The Engineers (Prometheus)",2314,,,,,"Projected, Dead, Displayed","20001451, 20001302, 2000888"
"Prometheus (Engineers use holograms to show past events)",2316,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Displaying, Projecting, Replaying, Hinting","2000398, 2000761, 20001212, 20001913"
"Prometheus (Engineers use holograms to show past events)",2316,"Narrative, Movie","20001, 2000130","Space station/ship crew members",2319,,,,,"Watching, Learning, Solving","2000350, 2000633, 20001315"
"Ghost in the Shell (3D scan using ocular glasses displaying the scan as a hologram)",2315,"Narrative, Movie","20001, 2000130",Major,2311,,,,,"Planning, Finding, Observing, Informed","2000695, 2000584, 20001032, 20001359"
"Ghost in the Shell (3D scan using ocular glasses displaying the scan as a hologram)",2315,"Narrative, Movie","20001, 2000130",,,,,"3D scans",20001081,"Scanning, Mapping","2000377, 2000749"
"Ghost in the Shell (3D scan using ocular glasses displaying the scan as a hologram)",2315,"Narrative, Movie","20001, 2000130",,,,,Holograms,20001339,"Visualising, Displaying, Informing","20001273, 2000398, 2000449"
"Gravity (telescope showing Earth's surface)",2309,"Narrative, Movie","20001, 2000130",,,,,Microscope/Telescope,2000195,"Zooming, Enhancing, Showing","2000363, 2000783, 2000399"
"Gravity (telescope showing Earth's surface)",2309,"Narrative, Movie","20001, 2000130","Dr. Ryan Stone",2308,,,,,"Watching, Longing, Planning","2000350, 20001071, 2000695"
"Alita: Battle Angel (Body scan analyzing the body and brain)",2305,"Narrative, Movie","20001, 2000130","Nurse Gerhad",2303,,,,,"Controlling, Performing, Analysing","2000402, 2000870, 2000364"
"Alita: Battle Angel (Body scan analyzing the body and brain)",2305,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Informing, Assessing, Displaying","2000449, 2000710, 2000398"
"Alita: Battle Angel (Body scan analyzing the body and brain)",2305,"Narrative, Movie","20001, 2000130",Alita,2301,,,,,"Scanned, Diagnosed","2000658, 20001835"
"Alita: Battle Angel (Object recognition used to identify scrap)",2304,"Narrative, Movie","20001, 2000130","Dr. Dyson Ido",2302,,,,,"Exploring, Finding, Using","2000580, 2000584, 2000641"
"Alita: Battle Angel (Object recognition used to identify scrap)",2304,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Scanning, Identifying, Assessing, Displaying","2000377, 2000354, 2000710, 2000398"
"Alita: Battle Angel (Object recognition used to identify scrap)",2304,"Narrative, Movie","20001, 2000130",Alita,2301,,,,,Found,20001133
"Technotise: Edit & I (Surveillance cams with AR)",2296,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality, Surveillance cameras","200074, 200080","Surveilling, Analysing, Identifying","2000432, 2000364, 2000354"
"Technotise: Edit & I (Surveillance cams with AR)",2296,"Narrative, Movie","20001, 2000130",,,"Humans in general",2000356,,,"Surveilled, Identified","2000981, 2000500"
"Technotise: Edit & I (AR helmet)",2295,"Narrative, Movie","20001, 2000130",Edit,2293,,,,,"Informed, Looking, Driving, Chasing, Chased","20001359, 2000435, 2000804, 2000616, 2000801"
"Technotise: Edit & I (AR helmet)",2295,"Narrative, Movie","20001, 2000130",,,,,"Augmented reality",200074,"Showing, Informing","2000399, 2000449"
"Technotise: Edit & I (Body scan)",2294,"Narrative, Movie","20001, 2000130",,,,,"Body scans",200090,"Imaging, Showing, Revealing, Magnifying","20001580, 2000399, 2000368, 20001868"
"Technotise: Edit & I (Body scan)",2294,"Narrative, Movie","20001, 2000130",Edit,2293,,,,,"Scanned, Exposed","2000658, 2000563"
"Technotise: Edit & I (Body scan)",2294,"Narrative, Movie","20001, 2000130",,,,,"Object recognition",200015,"Detecting, Focusing","2000941, 20001203"
"Technotise: Edit & I (Body scan)",2294,"Narrative, Movie","20001, 2000130",,,Object,2000962,,,"Detected, Revealed","20001122, 2000705"
"2001: A Space Odyssey (film) (HAL learns of the pilots intentions)",2289,"Narrative, Movie, Novel","20001, 2000130, 2000133",HAL,2280,,,,,"Surveilling, Killing, Resisting, Planning","2000432, 2000344, 2000495, 2000695"
"2001: A Space Odyssey (film) (HAL learns of the pilots intentions)",2289,"Narrative, Movie, Novel","20001, 2000130, 2000133","Dr. Frank Poole",2279,,,,,"Surveilled, Killed, Suspecting","2000981, 2000346, 20001855"
"2001: A Space Odyssey (film) (HAL learns of the pilots intentions)",2289,"Narrative, Movie, Novel","20001, 2000130, 2000133",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Surveilling, Killing, Resisting, Planning","2000432, 2000344, 2000495, 2000695"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133",,,,,Camera,2000206,"Recording, Showing, Enabling, Signaling","2000403, 2000399, 20001092, 20001474"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133","Dr. David Bowman",2278,,,,,"Listening, Observing, Surprised, Suspecting","20001527, 20001032, 2000345, 20001855"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133","Dr. Frank Poole",2279,,,,,"Listening, Observing, Surprised, Suspecting","20001527, 20001032, 2000345, 20001855"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133",,,Government,2000333,,,"Communicating, Warning, Instructing","2000514, 2000884, 2000636"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133",,,,,"AI (General Purpose Artificial Intelligence)",2000152,"Suspected, Predicting","20001963, 2000395"
"2001: A Space Odyssey (novel)(Video communication with Mission Control)",2288,"Narrative, Movie, Novel","20001, 2000130, 2000133",HAL,2280,,,,,"Predicting, Suspected","2000395, 20001963"
"2001: A Space Odyssey (film) (HAL turns off life support for crew in stasis units)",2287,"Narrative, Movie, Novel","20001, 2000130, 2000133",HAL,2280,,,,,Killing,2000344
"2001: A Space Odyssey (film) (HAL turns off life support for crew in stasis units)",2287,"Narrative, Movie, Novel","20001, 2000130, 2000133","Sleeping crew members (2001: A Space Odyssey)",2285,,,,,Killed,2000346
"2001: A Space Odyssey (film) (HAL turns off life support for crew in stasis units)",2287,"Narrative, Movie, Novel","20001, 2000130, 2000133",,,,,"Body scans",200090,"Monitoring, Alerting, Ignored","2000524, 2000943, 20001076"
